Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Travel_Frequently,319,Sales,S2,Marketing,139,Better,Junior,Male,Millennials,Short Distance,41,Entry Level,Sales Representative,Divorced,2793,2539,4,No,17,Medium,1,2,8,5,8
0,Travel_Rarely,1062,Research & Development,S1,Medical,140,Good,Junior,Female,Millennials,Long Distance,96,Asisten Supervisor,Healthcare Representative,Single,6812,17198,1,No,19,Medium,0,2,9,1,8
0,Travel_Rarely,715,Research & Development,S1,Life Sciences,141,Better,Expert,Male,Gen Y,Short Distance,76,Manager,Research Director,Single,18265,8733,6,No,12,High,0,3,0,0,0
0,Travel_Rarely,676,Research & Development,S1,Other,142,Better,Junior,Female,Millennials,Short Distance,35,Asisten Supervisor,Manufacturing Director,Married,5228,23361,0,No,15,Medium,1,2,7,0,5
0,Travel_Rarely,977,Research & Development,S1,Life Sciences,143,Good,Junior,Female,Millennials,Short Distance,56,Asisten Supervisor,Manufacturing Director,Married,6474,9961,1,No,13,High,1,2,8,3,11
0,Travel_Rarely,1229,Research & Development,S2,Life Sciences,144,Better,Junior,Male,Gen X,Short Distance,30,Asisten Supervisor,Healthcare Representative,Married,4035,16143,0,Yes,16,High,0,2,2,1,2
0,Travel_Frequently,1303,Research & Development,Diploma,Life Sciences,145,Better,Junior,Male,Millennials,Short Distance,36,Asisten Supervisor,Healthcare Representative,Divorced,5968,18079,1,No,20,High,3,2,7,2,8
0,Travel_Rarely,702,Sales,S2,Life Sciences,146,Better,Junior,Female,Millennials,Short Distance,59,Asisten Supervisor,Sales Executive,Single,8686,12930,4,No,22,Medium,0,2,3,0,7
0,Travel_Rarely,117,Sales,S2,Life Sciences,147,Good,Junior,Male,Millennials,Medium Distance,73,Asisten Supervisor,Sales Executive,Divorced,4403,9250,2,No,11,High,1,3,2,0,3
0,Travel_Rarely,634,Research & Development,S2,Other,148,Better,Junior,Female,Millennials,Short Distance,35,Entry Level,Research Scientist,Married,3312,18783,3,No,17,High,2,3,2,0,2
0,Travel_Rarely,857,Research & Development,S1,Other,149,Better,Junior,Female,Gen Z,Short Distance,59,Asisten Supervisor,Research Scientist,Single,3660,7909,3,No,13,High,0,4,7,1,7
0,Travel_Frequently,957,Research & Development,S1,Medical,150,Better,Senior,Female,Gen Y,Long Distance,72,Entry Level,Research Scientist,Single,4739,16090,4,No,12,High,0,2,2,1,2
0,Travel_Rarely,1246,Sales,S1,Life Sciences,151,Good,Junior,Male,Gen Z,Medium Distance,77,Asisten Supervisor,Sales Executive,Divorced,8620,23757,1,No,14,High,2,3,7,0,4
0,Travel_Rarely,1465,Research & Development,S1,Medical,152,Better,Junior,Male,Gen Z,Short Distance,63,Entry Level,Research Scientist,Married,3579,9369,0,Yes,21,Medium,1,2,9,5,7
0,Non-Travel,722,Sales,S1,Life Sciences,153,Better,Junior,Male,Millennials,Medium Distance,38,Asisten Manager,Manager,Single,17444,20489,1,No,11,High,0,2,8,6,0
0,Travel_Rarely,177,Research & Development,S1,Life Sciences,154,Better,Junior,Female,Gen Y,Short Distance,55,Asisten Supervisor,Manufacturing Director,Divorced,4765,23814,4,No,21,Medium,1,2,0,0,0
0,Travel_Frequently,458,Research & Development,S3,Medical,155,Better,Senior,Female,Gen Y,Long Distance,60,Supervisor,Research Director,Married,13191,23281,3,Yes,17,Low,0,6,0,0,0
0,Travel_Rarely,921,Research & Development,S1,Medical,156,Better,Senior,Female,Millennials,Short Distance,98,Entry Level,Laboratory Technician,Married,3452,17663,6,No,20,Medium,1,3,4,0,3
0,Non-Travel,667,Research & Development,S2,Life Sciences,157,Better,Junior,Male,Gen X,Short Distance,57,Asisten Supervisor,Healthcare Representative,Divorced,6306,26236,1,No,21,Medium,1,2,12,1,9
0,Travel_Frequently,1131,Research & Development,S1,Life Sciences,158,Good,Junior,Female,Gen Z,Medium Distance,77,Entry Level,Research Scientist,Married,4774,23844,0,No,19,High,1,2,6,7,3
0,Travel_Rarely,920,Human Resources,Diploma,Medical,159,Better,Junior,Female,Gen Z,Medium Distance,69,Entry Level,Human Resources,Married,2148,6889,0,Yes,11,High,0,3,1,1,4
0,Travel_Frequently,535,Sales,S1,Medical,160,Better,Junior,Male,Gen Z,Long Distance,38,Entry Level,Sales Representative,Married,2400,5530,0,No,13,High,2,3,2,2,1
0,Non-Travel,1063,Research & Development,S3,Medical,161,Better,Junior,Female,Millennials,Long Distance,72,Asisten Supervisor,Research Scientist,Married,4449,23866,3,Yes,15,Medium,2,2,11,10,7
0,Travel_Rarely,558,Sales,S1,Marketing,162,Good,Senior,Male,Millennials,Short Distance,75,Asisten Supervisor,Sales Executive,Married,9602,3010,4,Yes,11,High,1,3,0,1,0
0,Travel_Frequently,1395,Research & Development,S1,Medical,163,Better,Junior,Female,Millennials,Long Distance,54,Asisten Supervisor,Research Scientist,Divorced,5605,8504,1,No,11,Low,1,2,7,2,13
0,Travel_Rarely,181,Research & Development,S2,Medical,164,Better,Junior,Male,Millennials,Short Distance,97,Entry Level,Research Scientist,Married,2932,5586,0,Yes,14,High,3,3,0,1,2
1,Travel_Rarely,436,Sales,Non-Degree,Medical,165,Good,Junior,Male,Gen X,Short Distance,37,Asisten Supervisor,Sales Executive,Single,5160,21519,4,No,16,High,0,3,7,7,3
0,Travel_Rarely,507,Sales,Diploma,Medical,166,Better,Junior,Female,Millennials,Medium Distance,66,Asisten Supervisor,Sales Executive,Single,6125,23553,1,No,12,Medium,0,6,8,9,6
0,Travel_Rarely,812,Sales,S1,Medical,167,Good,Junior,Female,Gen Z,Short Distance,69,Entry Level,Sales Representative,Single,1200,9724,1,No,12,Medium,0,2,0,0,0
0,Travel_Rarely,334,Sales,S2,Life Sciences,168,Better,Junior,Male,Gen Y,Short Distance,88,Asisten Manager,Manager,Single,16015,15896,1,No,19,Medium,0,2,10,0,4
0,Travel_Frequently,383,Sales,S3,Marketing,169,Good,Mid-level,Female,Gen Y,Short Distance,79,Asisten Supervisor,Sales Executive,Married,4768,9282,7,No,12,Medium,1,4,0,0,0
0,Travel_Rarely,691,Sales,S2,Marketing,170,Better,Junior,Male,Gen Y,Short Distance,48,Asisten Supervisor,Sales Executive,Married,6825,21173,0,No,11,High,1,2,7,4,2
0,Travel_Rarely,313,Research & Development,S1,Medical,171,Better,Senior,Female,Gen X,Short Distance,98,Asisten Manager,Healthcare Representative,Single,13734,7192,3,No,18,High,0,6,7,1,0
1,Travel_Rarely,515,Research & Development,S1,Life Sciences,172,Good,Junior,Male,Millennials,Short Distance,62,Entry Level,Laboratory Technician,Single,3730,9571,0,Yes,14,High,0,2,2,1,2
0,Non-Travel,355,Research & Development,S2,Technical Degree,173,Better,Junior,Male,Gen Y,Short Distance,38,Entry Level,Research Scientist,Married,2936,6161,3,No,22,Medium,2,1,3,3,3
0,Travel_Rarely,688,Sales,S1,Life Sciences,174,Good,Junior,Male,Millennials,Short Distance,44,Supervisor,Manager,Divorced,11557,25291,9,No,21,High,1,3,4,0,1
0,Travel_Frequently,853,Research & Development,Non-Degree,Life Sciences,175,Better,Junior,Female,Millennials,Short Distance,96,Asisten Supervisor,Manufacturing Director,Married,4148,11275,1,No,12,Medium,1,1,3,0,3
1,Travel_Frequently,109,Research & Development,S1,Medical,176,Better,Junior,Female,Gen Z,Short Distance,60,Entry Level,Laboratory Technician,Single,2422,25725,0,No,17,Low,0,3,2,1,2
0,Travel_Rarely,329,Research & Development,S1,Life Sciences,177,Better,Junior,Female,Millennials,Short Distance,96,Entry Level,Research Scientist,Married,2543,11868,4,No,13,High,1,3,2,2,2
0,Travel_Rarely,895,Research & Development,Diploma,Life Sciences,178,Good,Junior,Male,Gen Z,Medium Distance,50,Entry Level,Laboratory Technician,Divorced,2207,22482,1,No,16,Medium,1,5,2,2,2
0,Travel_Rarely,1176,Research & Development,S1,Other,179,Good,Junior,Male,Gen Z,Medium Distance,85,Asisten Supervisor,Manufacturing Director,Married,9957,9096,0,No,15,Medium,1,1,2,0,2
0,Travel_Rarely,890,Sales,S1,Marketing,180,Better,Junior,Female,Millennials,Short Distance,97,Entry Level,Sales Representative,Married,2014,9687,1,No,13,High,0,3,2,2,2
0,Travel_Rarely,1429,Research & Development,S2,Medical,181,Good,Senior,Male,Gen X,Medium Distance,67,Supervisor,Manufacturing Director,Single,10512,20002,6,No,12,Very High,0,6,7,5,4
0,Non-Travel,1485,Research & Development,Diploma,Life Sciences,182,Better,Mid-level,Male,Millennials,Long Distance,71,Supervisor,Healthcare Representative,Married,10920,3449,3,No,21,Medium,1,2,4,0,5
0,Travel_Rarely,1054,Research & Development,S1,Medical,183,Good,Junior,Female,Gen Z,Short Distance,67,Entry Level,Research Scientist,Single,3445,6152,1,No,11,High,0,5,2,1,4
0,Travel_Frequently,442,Sales,Diploma,Life Sciences,184,Good,Junior,Male,Gen Z,Short Distance,44,Asisten Supervisor,Sales Executive,Single,4554,20260,1,No,18,Medium,0,3,7,0,9
1,Travel_Frequently,988,Human Resources,S1,Human Resources,185,Better,Mid-level,Female,Millennials,Long Distance,43,Supervisor,Human Resources,Divorced,9950,11533,9,Yes,15,Medium,3,2,2,0,2
0,Travel_Rarely,506,Research & Development,S1,Technical Degree,186,Better,Junior,Male,Millennials,Short Distance,30,Asisten Supervisor,Research Scientist,Single,4485,26285,4,No,12,High,0,2,0,7,7
0,Travel_Rarely,201,Research & Development,S1,Technical Degree,187,Better,Junior,Female,Gen Z,Short Distance,84,Entry Level,Research Scientist,Divorced,3204,10415,5,No,14,High,1,3,2,2,2
0,Travel_Rarely,704,Sales,S1,Marketing,188,Better,Junior,Female,Millennials,Long Distance,95,Asisten Supervisor,Sales Executive,Married,6712,8978,1,No,21,High,2,2,7,1,7
0,Travel_Rarely,269,Research & Development,Non-Degree,Technical Degree,189,Good,Junior,Male,Gen Z,Short Distance,42,Supervisor,Research Director,Divorced,12808,8842,1,Yes,16,High,1,3,8,0,8
0,Travel_Rarely,1001,Research & Development,S1,Life Sciences,190,Good,Mid-level,Female,Gen Y,Short Distance,43,Supervisor,Healthcare Representative,Married,9985,9262,8,No,16,Low,1,1,0,0,0
0,Travel_Rarely,343,Research & Development,Diploma,Life Sciences,191,Good,Junior,Male,Millennials,Medium Distance,92,Supervisor,Research Director,Divorced,11510,15682,0,Yes,14,High,1,3,10,2,9
0,Travel_Rarely,557,Sales,S1,Medical,192,Good,Junior,Female,Millennials,Short Distance,94,Supervisor,Sales Executive,Married,7644,12695,0,No,19,Medium,2,2,7,3,4
0,Travel_Frequently,711,Research & Development,S1,Medical,193,Good,Junior,Female,Millennials,Short Distance,81,Asisten Supervisor,Manufacturing Director,Single,5042,3140,0,No,13,Medium,0,2,2,3,8
0,Travel_Frequently,793,Sales,S1,Life Sciences,194,Better,Junior,Male,Millennials,Medium Distance,67,Entry Level,Sales Representative,Married,2791,21981,0,No,12,Medium,1,4,2,2,2
0,Travel_Rarely,501,Sales,S3,Marketing,195,Better,Junior,Male,Gen Z,Long Distance,99,Asisten Supervisor,Sales Executive,Divorced,5304,25275,7,No,23,High,1,2,7,7,7
0,Travel_Rarely,1448,Sales,S1,Medical,196,Better,Senior,Female,Gen Y,Long Distance,53,Asisten Manager,Sales Executive,Married,13320,11737,3,Yes,18,High,1,2,11,11,11
0,Travel_Rarely,650,Research & Development,Non-Degree,Medical,197,Better,Junior,Male,Gen Z,Short Distance,37,Entry Level,Laboratory Technician,Married,2500,4344,1,No,14,Medium,1,2,3,0,2
0,Travel_Rarely,337,Sales,S1,Marketing,198,Better,Mid-level,Female,Gen Y,Short Distance,54,Asisten Supervisor,Sales Executive,Married,4393,26841,5,No,21,Medium,1,3,4,1,4
1,Travel_Rarely,1334,Research & Development,S1,Life Sciences,199,Good,Junior,Female,Gen Z,Short Distance,36,Entry Level,Laboratory Technician,Single,1416,17258,1,No,13,Low,0,6,0,1,0
0,Non-Travel,1238,Research & Development,Non-Degree,Life Sciences,200,Good,Junior,Male,Gen Y,Short Distance,74,Supervisor,Healthcare Representative,Married,10748,3395,3,No,23,High,1,3,15,14,4
0,Travel_Rarely,1342,Sales,Diploma,Medical,201,Better,Junior,Male,Millennials,Short Distance,47,Asisten Supervisor,Sales Executive,Married,5473,19345,0,No,12,Medium,0,5,4,7,1
0,Travel_Rarely,1037,Research & Development,S1,Medical,202,Better,Junior,Male,Gen Y,Short Distance,42,Entry Level,Research Scientist,Single,2436,13422,6,Yes,12,High,0,2,3,1,2
0,Travel_Rarely,1222,Research & Development,S2,Life Sciences,203,Better,Junior,Male,Millennials,Medium Distance,48,Entry Level,Research Scientist,Married,2356,14871,3,Yes,19,High,1,2,4,0,2
1,Travel_Rarely,377,Sales,S1,Marketing,204,Better,Expert,Male,Gen Y,Short Distance,52,Supervisor,Sales Executive,Divorced,10096,15986,4,No,11,Medium,1,1,7,4,3
0,Travel_Rarely,346,Research & Development,S1,Life Sciences,205,Better,Senior,Male,Gen X,Short Distance,86,Asisten Supervisor,Laboratory Technician,Single,2450,10919,2,No,17,Very High,0,4,2,2,2
0,Travel_Rarely,1418,Research & Development,S1,Technical Degree,206,Better,Junior,Female,Gen Y,Short Distance,36,Entry Level,Research Scientist,Married,3580,10554,2,No,16,Medium,1,2,2,0,2
0,Travel_Rarely,1003,Research & Development,S2,Life Sciences,207,Better,Junior,Female,Gen Y,Short Distance,74,Asisten Supervisor,Research Scientist,Divorced,4615,21029,8,Yes,23,Medium,3,2,13,1,7
0,Travel_Rarely,140,Research & Development,Non-Degree,Medical,208,Better,Junior,Female,Millennials,Medium Distance,95,Entry Level,Research Scientist,Married,3929,6984,8,Yes,23,High,1,0,2,0,2
0,Travel_Frequently,1234,Research & Development,S3,Medical,209,Better,Junior,Male,Gen Y,Medium Distance,41,Asisten Manager,Healthcare Representative,Married,11245,20689,2,Yes,15,Medium,1,3,8,12,13
0,Travel_Rarely,1055,Research & Development,S1,Medical,210,Better,Expert,Female,Gen X,Short Distance,76,Manager,Research Director,Married,19701,22456,3,Yes,21,Medium,1,3,8,1,5
0,Non-Travel,1065,Sales,S2,Marketing,211,Better,Junior,Male,Millennials,Long Distance,72,Asisten Supervisor,Sales Executive,Single,4568,10034,0,No,20,Medium,0,2,5,8,7
0,Travel_Rarely,572,Sales,S1,Medical,212,Better,Junior,Male,Gen Z,Short Distance,46,Asisten Supervisor,Sales Executive,Single,4684,9125,1,No,13,Medium,0,4,3,1,2
0,Travel_Frequently,664,Research & Development,S1,Medical,213,Good,Junior,Male,Millennials,Short Distance,79,Entry Level,Research Scientist,Married,2194,5868,4,No,13,Medium,1,2,2,1,2
0,Travel_Rarely,334,Research & Development,Diploma,Life Sciences,214,Better,Junior,Male,Millennials,Short Distance,80,Entry Level,Research Scientist,Divorced,3298,15053,0,Yes,12,Medium,2,5,2,0,5
0,Travel_Rarely,144,Research & Development,S1,Life Sciences,215,Good,Junior,Male,Millennials,Long Distance,46,Entry Level,Laboratory Technician,Single,4230,19225,0,No,15,High,0,2,4,4,3
0,Travel_Rarely,265,Research & Development,S1,Life Sciences,216,Better,Junior,Female,Gen Z,Long Distance,57,Entry Level,Research Scientist,Single,2994,21221,1,Yes,12,High,0,2,0,0,1
0,Travel_Rarely,866,Sales,S1,Medical,217,Better,Junior,Male,Gen Z,Short Distance,84,Asisten Supervisor,Sales Executive,Single,8463,23490,0,No,18,High,0,4,4,1,3
1,Travel_Rarely,1045,Sales,S2,Medical,218,Good,Junior,Male,Millennials,Short Distance,32,Supervisor,Sales Executive,Married,10400,25812,1,No,11,High,0,2,8,9,8
0,Travel_Frequently,422,Research & Development,S1,Life Sciences,219,Good,Mid-level,Female,Gen Y,Short Distance,33,Asisten Supervisor,Healthcare Representative,Married,5562,21782,4,No,13,High,1,2,2,2,2
0,Travel_Rarely,506,Research & Development,Non-Degree,Medical,220,Better,Junior,Male,Gen Z,Long Distance,91,Entry Level,Laboratory Technician,Divorced,3907,3622,1,No,13,Low,3,2,2,1,2
0,Travel_Rarely,367,Research & Development,Diploma,Medical,221,Good,Junior,Female,Millennials,Long Distance,52,Asisten Supervisor,Healthcare Representative,Divorced,5731,17171,7,No,13,High,2,2,2,1,3
0,Travel_Rarely,301,Research & Development,S2,Other,222,Better,Expert,Female,Gen Y,Long Distance,72,Asisten Manager,Research Director,Married,16413,3498,3,No,16,Low,2,2,2,1,2
0,Travel_Rarely,1261,Research & Development,S2,Life Sciences,223,Better,Senior,Male,Millennials,Short Distance,88,Asisten Supervisor,Manufacturing Director,Married,6553,7259,9,No,14,High,0,3,0,0,0
0,Travel_Rarely,1240,Human Resources,S1,Human Resources,224,Good,Junior,Male,Gen Z,Short Distance,48,Asisten Supervisor,Human Resources,Married,6347,13982,0,Yes,19,High,0,2,9,4,7
0,Travel_Rarely,1436,Sales,Diploma,Marketing,225,Good,Mid-level,Male,Gen X,Short Distance,34,Asisten Supervisor,Sales Representative,Married,2306,16047,2,Yes,20,High,1,3,7,4,5
0,Travel_Rarely,635,Sales,Non-Degree,Life Sciences,226,Better,Junior,Male,Gen Y,Short Distance,99,Asisten Supervisor,Sales Executive,Married,4907,24532,1,No,25,Medium,0,3,16,11,6
0,Travel_Frequently,160,Research & Development,S1,Medical,227,Better,Junior,Female,Gen Z,Short Distance,71,Entry Level,Research Scientist,Divorced,2083,22653,1,No,20,High,1,2,0,0,0
0,Travel_Frequently,1125,Research & Development,S1,Life Sciences,228,Good,Junior,Male,Millennials,Short Distance,48,Asisten Supervisor,Research Scientist,Married,5003,5771,1,No,21,Medium,0,6,8,8,7
1,Travel_Rarely,867,Sales,Diploma,Marketing,229,Good,Junior,Male,Gen Z,Medium Distance,36,Entry Level,Sales Representative,Married,2413,18798,1,Yes,18,Medium,3,2,0,0,0
0,Travel_Rarely,447,Research & Development,S1,Medical,230,Better,Expert,Male,Gen X,Short Distance,39,Asisten Manager,Research Director,Single,16598,19764,4,No,12,Medium,0,2,8,8,8
0,Travel_Rarely,1194,Research & Development,S1,Life Sciences,231,Better,Mid-level,Female,Millennials,Short Distance,52,Asisten Supervisor,Healthcare Representative,Divorced,6513,9060,4,No,17,High,1,3,3,0,3
0,Travel_Rarely,824,Research & Development,Diploma,Life Sciences,232,Good,Junior,Female,Millennials,Short Distance,67,Asisten Supervisor,Research Scientist,Married,5878,15624,3,No,12,Medium,1,2,1,2,5
0,Travel_Rarely,1090,Sales,S1,Marketing,233,Better,Junior,Male,Gen Z,Short Distance,83,Entry Level,Sales Representative,Divorced,2297,17967,1,No,14,High,2,2,2,2,2
1,Travel_Frequently,481,Sales,S1,Life Sciences,234,Good,Junior,Male,Gen Y,Medium Distance,44,Asisten Manager,Sales Executive,Single,13758,2447,0,Yes,12,Medium,0,2,9,13,14
0,Travel_Frequently,702,Research & Development,S2,Life Sciences,235,Good,Junior,Female,Millennials,Medium Distance,100,Entry Level,Research Scientist,Single,2553,8306,1,No,16,High,0,3,2,1,3
0,Travel_Rarely,1169,Human Resources,Diploma,Medical,236,Good,Junior,Male,Gen Z,Short Distance,63,Entry Level,Human Resources,Divorced,4936,23965,1,No,13,High,1,6,1,0,4
0,Travel_Rarely,1034,Sales,S1,Marketing,237,Better,Junior,Female,Gen Y,Medium Distance,80,Asisten Manager,Manager,Married,16064,7744,5,Yes,22,High,1,3,13,1,9
0,Non-Travel,543,Sales,S2,Marketing,238,Good,Junior,Male,Gen Y,Short Distance,87,Asisten Supervisor,Sales Executive,Married,4978,3536,7,No,11,High,1,3,0,0,0
0,Travel_Rarely,228,Sales,S2,Medical,239,Better,Junior,Male,Millennials,Short Distance,98,Asisten Supervisor,Sales Executive,Married,6502,22825,4,No,14,High,1,5,4,0,1
0,Travel_Rarely,1112,Human Resources,S2,Life Sciences,240,Better,Mid-level,Female,Gen Y,Short Distance,50,Asisten Supervisor,Human Resources,Single,5985,26894,4,No,11,Medium,0,1,2,0,2
0,Non-Travel,999,Research & Development,Non-Degree,Technical Degree,241,Better,Junior,Female,Millennials,Long Distance,92,Entry Level,Research Scientist,Divorced,2029,15891,1,No,20,Medium,3,2,4,0,0
0,Travel_Frequently,735,Research & Development,S2,Other,242,Good,Junior,Male,Millennials,Long Distance,86,Asisten Supervisor,Research Scientist,Married,5747,26496,1,Yes,15,High,0,3,10,6,11
0,Non-Travel,1169,Research & Development,S2,Technical Degree,243,Better,Mid-level,Male,Gen Y,Medium Distance,64,Asisten Supervisor,Research Scientist,Married,5467,2125,8,No,18,Medium,1,4,7,1,7
0,Travel_Rarely,304,Sales,S2,Life Sciences,244,Better,Junior,Male,Gen Z,Short Distance,92,Asisten Supervisor,Sales Executive,Single,5253,20750,1,No,16,High,0,1,5,0,7
0,Travel_Rarely,300,Sales,S1,Marketing,245,Good,Junior,Male,Millennials,Long Distance,74,Asisten Supervisor,Sales Executive,Married,8396,22217,1,No,14,Medium,1,3,7,7,5
0,Travel_Rarely,1111,Sales,Diploma,Life Sciences,246,Better,Junior,Female,Millennials,Short Distance,93,Asisten Supervisor,Sales Executive,Married,6500,13305,5,No,17,Medium,1,1,2,1,2
0,Travel_Rarely,625,Research & Development,S1,Medical,247,Good,Junior,Male,Gen Y,Short Distance,50,Asisten Supervisor,Healthcare Representative,Single,5933,5197,9,No,12,High,0,2,2,2,3
